Season,Week,Contestant,ballroom_partner,celebrity_industry,celebrity_age_during_season,Status,Judge_Total,Judge_Rank,Expected_Fan_Rank,Distinct_Fan_Rank,Model_Certainty,Prob_Rank_1
31,10,Wayne Brady,Witney Carson,Comedian,50,3,38.0,3.5,2.008917197452229,2,0.4968152866242038,0.24713375796178344
31,10,Charli D'Amelio,Mark Ballas,Social Media Personality,18,1,40.0,1.5,1.2471337579617834,1,0.7528662420382166,0.7528662420382166
31,10,Shangela,Gleb Savchenko,TV Personality,40,4,38.0,3.5,3.740127388535032,4,0.7401273885350318,0.0
31,10,Gabby Windey,Valentin Chmerkovskiy,TV Personality,31,2,40.0,1.5,3.003821656050955,3,0.4840764331210191,0.0
32,1,Jamie Lynn Spears,Alan Bersten,Actor/Actress,32,Safe,15.0,9.5,7.135996195910605,5,0.08226343319067998,0.08178792201616739
32,1,Mira Sorvino,Gleb Savchenko,Actor/Actress,55,Safe,17.0,7.0,7.250594388968141,6,0.08559201141226819,0.07037565382786495
32,1,Barry Williams,Peta Murgatroyd,Actor/Actress,68,Safe,16.0,8.0,7.406086543033761,9,0.0903471231573942,0.06990014265335236
32,1,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,13.0,11.0,6.853542558250119,3,0.08892058963385639,0.07988587731811697
32,1,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,18.0,5.5,7.54303376129339,13,0.08036138849262958,0.08036138849262958
32,1,Adrian Peterson,Britt Stewart,Athlete,38,Safe,18.0,5.5,7.385639562529719,8,0.08131241084165478,0.07798383262006657
32,1,Matt Walsh,Koko Iwasaki,Comedian,58,Eliminated,12.0,13.0,11.300523062291964,14,0.16690442225392296,0.0
32,1,Tyson Beckford,Jenna Johnson,Model,52,Safe,12.0,13.0,6.8426058012363296,2,0.08749405611031859,0.08416547788873038
32,1,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,21.0,2.5,7.470280551592963,11,0.07845934379457917,0.06704707560627675
32,1,Lele Pons,Brandon Armstrong,Social Media Personality,27,Safe,19.0,4.0,7.427484545886829,10,0.08511650023775559,0.07513076557299096
32,1,Harry Jowsey,Rylee Arnold,TV Personality,26,Safe,12.0,13.0,6.563005230622919,1,0.09415121255349501,0.091773656680932
32,1,Mauricio Umansky,Emma Slater,TV Personality,53,Safe,15.0,9.5,7.076557299096528,4,0.08701854493580599,0.07655729909652877
32,1,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,22.0,1.0,7.491678554446029,12,0.07845934379457917,0.07465525439847837
32,1,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,21.0,2.5,7.252971944840704,7,0.08749405611031859,0.07037565382786495
32,2,Jamie Lynn Spears,Alan Bersten,Actor/Actress,32,Eliminated,16.0,9.0,11.647222222222222,13,0.34444444444444444,0.0
32,2,Mira Sorvino,Gleb Savchenko,Actor/Actress,55,Safe,18.0,7.5,6.396296296296297,5,0.1,0.08148148148148149
32,2,Barry Williams,Peta Murgatroyd,Actor/Actress,68,Safe,15.0,11.0,6.167592592592594,4,0.10555555555555556,0.08148148148148149
32,2,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,19.0,6.0,6.980555555555556,9,0.09259259259259259,0.07222222222222222
32,2,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,24.0,1.5,6.970370370370371,8,0.08981481481481482,0.06574074074074074
32,2,Adrian Peterson,Britt Stewart,Athlete,38,Safe,15.0,11.0,6.007407407407407,2,0.10555555555555556,0.10185185185185185
32,2,Tyson Beckford,Jenna Johnson,Model,52,Safe,18.0,7.5,6.669444444444444,6,0.1,0.07407407407407407
32,2,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,24.0,1.5,7.009259259259259,11,0.08703703703703704,0.06944444444444445
32,2,Lele Pons,Brandon Armstrong,Social Media Personality,27,Safe,21.0,3.5,6.98425925925926,10,0.08796296296296297,0.07037037037037037
32,2,Harry Jowsey,Rylee Arnold,TV Personality,26,Safe,15.0,11.0,6.149074074074073,3,0.10185185185185185,0.10092592592592593
32,2,Mauricio Umansky,Emma Slater,TV Personality,53,Safe,12.0,13.0,5.84537037037037,1,0.11388888888888889,0.11388888888888889
32,2,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,21.0,3.5,7.205555555555555,12,0.09166666666666666,0.0787037037037037
32,2,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,20.0,5.0,6.9675925925925934,7,0.08981481481481482,0.08981481481481482
32,3,Mira Sorvino,Gleb Savchenko,Actor/Actress,55,Safe,26.0,6.0,6.395043731778426,7,0.09948979591836735,0.08309037900874636
32,3,Barry Williams,Peta Murgatroyd,Actor/Actress,68,Safe,25.0,7.0,6.3236151603498545,5,0.09985422740524781,0.08381924198250729
32,3,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,24.0,8.5,6.012755102040816,2,0.10131195335276968,0.10131195335276968
32,3,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,32.0,3.5,6.4107142857142865,8,0.09511661807580175,0.09511661807580175
32,3,Adrian Peterson,Britt Stewart,Athlete,38,Safe,22.0,11.0,5.948250728862973,1,0.10641399416909621,0.09948979591836735
32,3,Tyson Beckford,Jenna Johnson,Model,52,Eliminated,20.0,12.0,9.060131195335277,12,0.15670553935860057,0.0
32,3,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,34.0,1.5,6.367346938775511,6,0.09693877551020408,0.09693877551020408
32,3,Lele Pons,Brandon Armstrong,Social Media Personality,27,Safe,27.0,5.0,6.41472303206997,9,0.09220116618075802,0.08527696793002916
32,3,Harry Jowsey,Rylee Arnold,TV Personality,26,Safe,24.0,8.5,6.098396501457726,4,0.09948979591836735,0.08928571428571429
32,3,Mauricio Umansky,Emma Slater,TV Personality,53,Safe,23.0,10.0,6.038994169096211,3,0.10459183673469388,0.10459183673469388
32,3,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,32.0,3.5,6.479591836734694,11,0.09876093294460642,0.07470845481049562
32,3,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,34.0,1.5,6.4504373177842576,10,0.08965014577259475,0.08637026239067055
32,4,Mira Sorvino,Gleb Savchenko,Actor/Actress,55,Safe,21.0,7.0,5.47945205479452,5,0.1232876712328767,0.08640674394099052
32,4,Barry Williams,Peta Murgatroyd,Actor/Actress,68,Safe,18.0,10.5,4.911485774499472,1,0.1380400421496312,0.13171759747102213
32,4,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,18.0,10.5,5.172813487881982,3,0.12644889357218125,0.11064278187565858
32,4,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,27.0,1.0,6.006322444678609,9,0.11064278187565858,0.08640674394099052
32,4,Adrian Peterson,Britt Stewart,Athlete,38,Eliminated,21.0,7.0,10.0231822971549,11,0.40252897787144365,0.0
32,4,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,24.0,3.5,6.002107481559536,8,0.1053740779768177,0.08324552160168598
32,4,Lele Pons,Brandon Armstrong,Social Media Personality,27,Safe,22.0,5.0,5.9567966280295055,7,0.11380400421496312,0.0874604847207587
32,4,Harry Jowsey,Rylee Arnold,TV Personality,26,Safe,21.0,7.0,5.382507903055849,4,0.12750263435194942,0.11380400421496312
32,4,Mauricio Umansky,Emma Slater,TV Personality,53,Safe,19.0,9.0,5.111696522655426,2,0.12750263435194942,0.11591148577449947
32,4,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,24.0,3.5,6.100105374077978,10,0.11380400421496312,0.08113804004214963
32,4,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,25.0,2.0,5.853530031612223,6,0.1053740779768177,0.10326659641728135
32,5,Mira Sorvino,Gleb Savchenko,Actor/Actress,55,Eliminated,22.0,8.0,8.318227091633466,10,0.2559760956175299,0.0
32,5,Barry Williams,Peta Murgatroyd,Actor/Actress,68,Safe,24.0,5.5,5.116533864541832,3,0.1200199203187251,0.1200199203187251
32,5,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,21.0,9.0,4.878984063745019,1,0.13097609561752988,0.1205179282868526
32,5,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,28.0,1.5,5.425796812749004,8,0.11703187250996015,0.09561752988047809
32,5,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,27.0,3.0,5.4133466135458175,7,0.12201195219123506,0.10607569721115538
32,5,Lele Pons,Brandon Armstrong,Social Media Personality,27,Safe,24.0,5.5,5.143924302788845,5,0.12201195219123506,0.10657370517928287
32,5,Harry Jowsey,Rylee Arnold,TV Personality,26,Safe,18.0,10.0,4.878984063745021,2,0.13844621513944222,0.12699203187250996
32,5,Mauricio Umansky,Emma Slater,TV Personality,53,Safe,24.0,5.5,5.138446215139441,4,0.11852589641434264,0.10408366533864542
32,5,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,28.0,1.5,5.463147410358565,9,0.10956175298804781,0.10806772908366534
32,5,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,24.0,5.5,5.2226095617529875,6,0.11205179282868526,0.11205179282868526
32,6,Barry Williams,Peta Murgatroyd,Actor/Actress,68,Safe,32.0,7.0,4.3192429022082015,2,0.14258675078864352,0.1331230283911672
32,6,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,31.0,8.0,4.27192429022082,1,0.1470031545741325,0.1381703470031546
32,6,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,42.0,1.0,5.079495268138801,8,0.1192429022082019,0.09842271293375394
32,6,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,39.0,3.0,4.863091482649843,6,0.12429022082018927,0.1192429022082019
32,6,Lele Pons,Brandon Armstrong,Social Media Personality,27,Safe,37.0,5.0,4.560883280757098,4,0.13438485804416403,0.12113564668769716
32,6,Harry Jowsey,Rylee Arnold,TV Personality,26,Safe,29.0,9.0,4.3223974763406945,3,0.15646687697160883,0.15646687697160883
32,6,Mauricio Umansky,Emma Slater,TV Personality,53,Eliminated,33.0,6.0,7.802523659305994,9,0.3356466876971609,0.0
32,6,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,38.0,4.0,4.789274447949527,5,0.122397476340694,0.1192429022082019
32,6,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,41.0,2.0,4.991167192429023,7,0.11608832807570978,0.11419558359621451
32,7,Barry Williams,Peta Murgatroyd,Actor/Actress,68,Safe,32.5,7.0,3.204663212435233,1,0.21502590673575128,0.21502590673575128
32,7,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,35.0,6.0,3.5077720207253886,2,0.22020725388601037,0.16062176165803108
32,7,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,37.0,1.5,4.994818652849741,7,0.24352331606217617,0.054404145077720206
32,7,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,36.0,4.5,4.056994818652849,5,0.20207253886010362,0.12694300518134716
32,7,Lele Pons,Brandon Armstrong,Social Media Personality,27,Eliminated,36.5,3.0,7.753886010362695,8,0.7642487046632125,0.0
32,7,Harry Jowsey,Rylee Arnold,TV Personality,26,Safe,32.0,8.0,3.6528497409326426,3,0.23834196891191708,0.23834196891191708
32,7,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,36.0,4.5,4.007772020725389,4,0.22797927461139897,0.11398963730569948
32,7,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,37.0,1.5,4.8212435233160615,6,0.19689119170984457,0.09067357512953368
32,8,Barry Williams,Peta Murgatroyd,Actor/Actress,68,Eliminated,35.0,5.0,5.746173469387755,7,0.30994897959183676,0.0
32,8,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,36.0,4.0,3.562074829931973,3,0.17729591836734693,0.16964285714285715
32,8,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,40.0,2.0,3.940051020408163,5,0.16113945578231292,0.14370748299319727
32,8,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,33.0,6.0,3.4009353741496597,1,0.20535714285714285,0.18069727891156462
32,8,Harry Jowsey,Rylee Arnold,TV Personality,26,Safe,28.0,7.0,3.5191326530612246,2,0.21598639455782312,0.21598639455782312
32,8,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,39.0,3.0,3.8469387755102042,4,0.16198979591836735,0.14498299319727892
32,8,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,42.0,1.0,3.9846938775510203,6,0.16326530612244897,0.14498299319727892
32,9,Alyson Hannigan,Sasha Farber,Actor/Actress,49,Safe,32.0,5.0,3.3461347869177405,2,0.2039147670961348,0.2039147670961348
32,9,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,Safe,41.0,2.0,3.4861248761149657,4,0.183597621407334,0.17888999008919723
32,9,Jason Mraz,Daniella Karagach,Singer/Rapper,46,Safe,43.0,1.0,3.492814667988107,5,0.18434093161546086,0.18434093161546086
32,9,Harry Jowsey,Rylee Arnold,TV Personality,26,Eliminated,30.0,6.0,3.9925668979187314,6,0.20713577799801783,0.04831516352824579
32,9,Charity Lawson,Artem Chigvintsev,TV Personality,27,Safe,38.0,3.0,3.3488602576808724,3,0.2026759167492567,0.2026759167492567
32,9,Ariana Madix,Pasha Pashkov,TV Personality,38,Safe,37.0,4.0,3.333498513379584,1,0.18681863230921705,0.18186323092170467
32,11,Alyson Hannigan,Sasha Farber,Actor/Actress,49,5,26.5,5.0,4.541935483870968,5,0.5419354838709678,0.0
32,11,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,17,1,30.0,1.5,1.2548387096774194,1,0.7451612903225806,0.7451612903225806
32,11,Jason Mraz,Daniella Karagach,Singer/Rapper,46,2,30.0,1.5,2.903225806451613,3,0.5612903225806452,0.0
32,11,Charity Lawson,Artem Chigvintsev,TV Personality,27,4,29.5,3.5,4.287096774193548,4,0.45806451612903226,0.0
32,11,Ariana Madix,Pasha Pashkov,TV Personality,38,3,29.5,3.5,2.0129032258064514,2,0.4774193548387097,0.25483870967741934
33,2,Tori Spelling,Pasha Pashkov,Actor/Actress,51,Eliminated,19.0,9.5,11.483845547675335,13,0.2915681639085894,0.0
33,2,Eric Roberts,Britt Stewart,Actor/Actress,68,Safe,15.0,12.5,5.918833727344365,1,0.1095350669818755,0.09456264775413711
33,2,Reginald VelJohnson,Emma Slater,Actor/Actress,74,Safe,15.0,12.5,6.104018912529551,2,0.11189913317572892,0.08904649330181245
33,2,Chandler Kinney,Brandon Armstrong,Actor/Actress,24,Safe,24.0,1.0,6.84554767533491,8,0.08825847123719464,0.08195429472025216
33,2,Dwight Howard ,Daniella Karagach,Athlete,38,Safe,22.0,3.0,7.118203309692672,12,0.08668242710795902,0.07880220646178093
33,2,Danny Amendola,Witney Carson,Athlete,39,Safe,21.0,6.0,6.849487785657998,9,0.0937746256895193,0.0764381402679275
33,2,Stephen Nedoroscik,Rylee Arnold,Athlete,26,Safe,22.0,3.0,7.081166272655635,11,0.08668242710795902,0.07407407407407407
33,2,Ilona Maher,Alan Bersten,Athlete,28,Safe,21.0,6.0,6.797478329393222,7,0.09298660362490149,0.07486209613869188
33,2,Anna Delvey,Ezra Sosa,Con artist,33,Eliminated,17.0,11.0,6.229314420803782,3,0.10480693459416864,0.08747044917257683
33,2,Brooks Nader,Gleb Savchenko,Model,27,Safe,20.0,8.0,6.566587864460206,5,0.08904649330181245,0.08825847123719464
33,2,Phaedra Parks,Val Chmerkovskiy,TV Personality,51,Safe,21.0,6.0,6.935382190701339,10,0.09219858156028368,0.08274231678486997
33,2,Jenn Tran,Sasha Farber,TV Personality,26,Safe,19.0,9.5,6.316784869976359,4,0.10638297872340426,0.0851063829787234
33,2,Joey Graziadei,Jenna Johnson,TV Personality,29,Safe,22.0,3.0,6.7533490937746254,6,0.09219858156028368,0.08668242710795902
33,3,Eric Roberts,Britt Stewart,Actor/Actress,68,Eliminated,23.0,10.0,8.696568830095082,11,0.20793716411740387,0.0
33,3,Reginald VelJohnson,Emma Slater,Actor/Actress,74,Eliminated,21.0,11.0,5.3675072343943775,1,0.1194708557255064,0.10789582472095907
33,3,Chandler Kinney,Brandon Armstrong,Actor/Actress,24,Safe,34.5,2.0,5.91856138900372,7,0.09880115750310045,0.09177346010748243
33,3,Dwight Howard ,Daniella Karagach,Athlete,38,Safe,26.0,9.0,5.446878875568417,2,0.11740388590326581,0.11740388590326581
33,3,Danny Amendola,Witney Carson,Athlete,39,Safe,30.0,6.0,5.952046300124018,10,0.1016949152542373,0.08061182306738322
33,3,Stephen Nedoroscik,Rylee Arnold,Athlete,26,Safe,31.0,3.5,5.930963207937165,9,0.0996279454319967,0.09714758164530798
33,3,Ilona Maher,Alan Bersten,Athlete,28,Safe,28.0,7.5,5.550227366680446,4,0.11037618850764778,0.09797436957420422
33,3,Brooks Nader,Gleb Savchenko,Model,27,Safe,30.5,5.0,5.9210417527904085,8,0.10417527904092601,0.08639933856965688
33,3,Phaedra Parks,Val Chmerkovskiy,TV Personality,51,Safe,28.0,7.5,5.4754030591153375,3,0.10789582472095907,0.10789582472095907
33,3,Jenn Tran,Sasha Farber,TV Personality,26,Safe,31.0,3.5,5.896238114923523,6,0.10458867300537412,0.10045473336089293
33,3,Joey Graziadei,Jenna Johnson,TV Personality,29,Safe,35.0,1.0,5.844563869367508,5,0.11244315832988838,0.11244315832988838
33,4,Chandler Kinney,Brandon Armstrong,Actor/Actress,24,Safe,32.0,6.0,4.404463040446304,3,0.14156206415620642,0.13528591352859135
33,4,Dwight Howard ,Daniella Karagach,Athlete,38,Safe,29.0,9.0,4.329846582984658,1,0.1506276150627615,0.1506276150627615
33,4,Danny Amendola,Witney Carson,Athlete,39,Safe,36.0,1.5,4.896094839609484,6,0.12343096234309624,0.1199442119944212
33,4,Stephen Nedoroscik,Rylee Arnold,Athlete,26,Safe,33.0,3.0,5.000697350069735,7,0.12343096234309624,0.10320781032078104
33,4,Ilona Maher,Alan Bersten,Athlete,28,Safe,32.0,6.0,4.450488145048815,4,0.14574616457461645,0.1199442119944212
33,4,Brooks Nader,Gleb Savchenko,Model,27,Eliminated,32.0,6.0,8.00418410041841,9,0.40446304044630405,0.0
33,4,Phaedra Parks,Val Chmerkovskiy,TV Personality,51,Safe,32.0,6.0,4.47350069735007,5,0.14435146443514643,0.12831241283124128
33,4,Jenn Tran,Sasha Farber,TV Personality,26,Safe,32.0,6.0,4.359135285913529,2,0.1499302649930265,0.1297071129707113
33,4,Joey Graziadei,Jenna Johnson,TV Personality,29,Safe,36.0,1.5,5.081589958158996,8,0.1290097629009763,0.11297071129707113
33,5,Chandler Kinney,Brandon Armstrong,Actor/Actress,24,Safe,27.0,1.0,4.4485871271585555,7,0.14638932496075352,0.13343799058084774
33,5,Dwight Howard ,Daniella Karagach,Athlete,38,Safe,24.0,7.0,3.966640502354788,1,0.1770015698587127,0.1770015698587127
33,5,Danny Amendola,Witney Carson,Athlete,39,Safe,25.5,4.5,4.2523547880690735,4,0.14403453689167975,0.14403453689167975
33,5,Stephen Nedoroscik,Rylee Arnold,Athlete,26,Safe,24.0,7.0,3.983908948194663,2,0.16483516483516483,0.16483516483516483
33,5,Ilona Maher,Alan Bersten,Athlete,28,Safe,26.0,2.5,4.4438775510204085,6,0.13736263736263737,0.12166405023547881
33,5,Phaedra Parks,Val Chmerkovskiy,TV Personality,51,Eliminated,24.0,7.0,6.284536891679749,8,0.2401883830455259,0.0
33,5,Jenn Tran,Sasha Farber,TV Personality,26,Safe,25.5,4.5,4.20447409733124,3,0.1546310832025118,0.1346153846153846
33,5,Joey Graziadei,Jenna Johnson,TV Personality,29,Safe,26.0,2.5,4.415620094191523,5,0.13932496075353218,0.12441130298273155
33,6,Chandler Kinney,Brandon Armstrong,Actor/Actress,24,Safe,32.0,1.5,3.9990850869167427,5,0.18115279048490393,0.13174748398902103
33,6,Dwight Howard ,Daniella Karagach,Athlete,38,Safe,31.0,3.5,3.477584629460201,3,0.2140896614821592,0.1454711802378774
33,6,Danny Amendola,Witney Carson,Athlete,39,Safe,28.0,5.5,3.234217749313815,1,0.2012808783165599,0.19121683440073192
33,6,Stephen Nedoroscik,Rylee Arnold,Athlete,26,Safe,28.0,5.5,3.293687099725526,2,0.2031107044830741,0.18938700823421775
33,6,Ilona Maher,Alan Bersten,Athlete,28,Safe,24.0,7.0,3.4894784995425434,4,0.22049405306495884,0.22049405306495884
33,6,Jenn Tran,Sasha Farber,TV Personality,26,Eliminated,31.0,3.5,6.451052150045745,7,0.5699908508691675,0.0
33,6,Joey Graziadei,Jenna Johnson,TV Personality,29,Safe,32.0,1.5,4.054894784995425,6,0.18023787740164685,0.12168344007319305
33,7,Chandler Kinney,Brandon Armstrong,Actor/Actress,24,Safe,30.0,1.0,3.5420699925539836,5,0.17795979151154132,0.16679076693968728
33,7,Dwight Howard ,Daniella Karagach,Athlete,38,Eliminated,24.0,6.0,4.0089352196574835,6,0.21667907669396871,0.04939190866219906
33,7,Danny Amendola,Witney Carson,Athlete,39,Safe,25.5,5.0,3.33258873169521,3,0.20327624720774387,0.20327624720774387
33,7,Stephen Nedoroscik,Rylee Arnold,Athlete,26,Safe,27.0,3.0,3.321667907669397,2,0.19707123355671383,0.19707123355671383
33,7,Ilona Maher,Alan Bersten,Athlete,28,Safe,26.0,4.0,3.3067758749069247,1,0.20079424174733185,0.20079424174733185
33,7,Joey Graziadei,Jenna Johnson,TV Personality,29,Safe,27.5,2.0,3.4879622735170015,4,0.18267560188632415,0.18267560188632415
33,9,Chandler Kinney,Brandon Armstrong,Actor/Actress,24,3,30.0,1.0,4.450549450549451,5,0.5494505494505495,0.0
33,9,Danny Amendola,Witney Carson,Athlete,39,5,28.0,5.0,3.604395604395604,3,0.6978021978021978,0.0
33,9,Stephen Nedoroscik,Rylee Arnold,Athlete,26,4,29.5,2.5,3.9450549450549453,4,0.45054945054945056,0.0
33,9,Ilona Maher,Alan Bersten,Athlete,28,2,28.5,4.0,1.1868131868131868,1,0.8131868131868132,0.8131868131868132
33,9,Joey Graziadei,Jenna Johnson,TV Personality,29,1,29.5,2.5,1.8131868131868132,2,0.8131868131868132,0.18681318681318682
34,2,Corey Feldman,Jenna Johnson,Actor/Actress,54,Eliminated,15.0,14.0,10.772584446190104,14,0.15200314218381775,0.0
34,2,Danielle Fishel,Pasha Pashkov,Actor/Actress,44,Safe,19.0,10.0,7.223487824037707,4,0.08248232521602514,0.07501963864886096
34,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,Safe,21.0,6.5,7.244697564807541,5,0.0828750981932443,0.0828750981932443
34,2,Baron Davis,Britt Stewart,Athlete,46,Eliminated,18.0,11.5,7.018067556952082,3,0.08876669285153181,0.08876669285153181
34,2,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Safe,22.0,2.5,7.392772977219168,11,0.0805184603299293,0.07069913589945012
34,2,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,59,Safe,16.0,13.0,6.904163393558522,2,0.08680282796543598,0.08680282796543598
34,2,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Safe,22.0,2.5,7.5459544383346415,13,0.07776904948939513,0.07187745483110762
34,2,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,41,Safe,21.0,6.5,7.37274155538099,9,0.0816967792615868,0.0816967792615868
34,2,Lauren Jauregui,Brandon Armstrong,Singer/Rapper,29,Safe,21.0,6.5,7.378633150039277,10,0.08248232521602514,0.07423409269442262
34,2,Scott Hoying,Rylee Arnold,Singer/Rapper,34,Safe,18.0,11.5,6.842890809112333,1,0.09151610369206599,0.0769835035349568
34,2,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Safe,21.0,6.5,7.344069128043991,8,0.08366064414768264,0.07227022780832679
34,2,Jen Affleck,Jan Ravnik,TV Personality,26,Safe,22.0,2.5,7.267085624509034,6,0.0828750981932443,0.07776904948939513
34,2,Whitney Leavitt,Mark Ballas,TV Personality,32,Safe,22.0,2.5,7.413982717989002,12,0.08758837391987431,0.06755695208169678
34,2,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,Safe,20.0,9.0,7.278868813825609,7,0.0828750981932443,0.07344854673998429
34,3,Danielle Fishel,Pasha Pashkov,Actor/Actress,44,Safe,21.0,8.5,5.964342313787638,3,0.10063391442155309,0.09310618066561015
34,3,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,Safe,21.0,8.5,6.013470681458003,4,0.10736925515055468,0.0919175911251981
34,3,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Safe,24.0,1.5,6.519809825673534,10,0.09112519809825674,0.07844690966719493
34,3,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,59,Safe,18.0,11.5,5.846671949286847,1,0.10776545166402536,0.09270998415213946
34,3,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Safe,22.0,6.0,6.276148969889064,5,0.09706814580031696,0.09152139461172741
34,3,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,41,Safe,22.0,6.0,6.447305863708399,9,0.09112519809825674,0.09112519809825674
34,3,Lauren Jauregui,Brandon Armstrong,Singer/Rapper,29,Eliminated,18.0,11.5,9.24366085578447,12,0.17393026941362916,0.0
34,3,Scott Hoying,Rylee Arnold,Singer/Rapper,34,Safe,22.0,6.0,6.396592709984151,7,0.089540412044374,0.08795562599049128
34,3,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Safe,23.0,3.5,6.434231378763866,8,0.09706814580031696,0.09706814580031696
34,3,Jen Affleck,Jan Ravnik,TV Personality,26,Safe,19.0,10.0,5.944136291600634,2,0.10221870047543581,0.10221870047543581
34,3,Whitney Leavitt,Mark Ballas,TV Personality,32,Safe,24.0,1.5,6.36727416798732,6,0.09548335974643424,0.0875594294770206
34,3,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,33,Safe,23.0,3.5,6.54635499207607,11,0.09587955625990491,0.08637083993660856
34,4,Danielle Fishel,Pasha Pashkov,Actor/Actress,44,Safe,21.0,9.5,4.521462639109698,1,0.14626391096979333,0.1271860095389507
34,4,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,Safe,24.0,3.0,6.09220985691574,7,0.12082670906200318,0.09220985691573927
34,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Safe,24.0,3.0,6.403815580286169,9,0.11764705882352941,0.06995230524642289
34,4,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,59,Safe,18.0,11.0,4.839427662957075,2,0.1494435612082671,0.13354531001589826
34,4,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Safe,22.0,8.0,5.324324324324324,4,0.13036565977742448,0.10810810810810811
34,4,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,41,Eliminated,23.0,6.0,10.325914149443562,11,0.5310015898251192,0.0
34,4,Scott Hoying,Rylee Arnold,Singer/Rapper,34,Safe,21.0,9.5,4.868044515103338,3,0.1287758346581876,0.1287758346581876
34,4,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Safe,24.0,3.0,6.141494435612083,8,0.1271860095389507,0.07154213036565978
34,4,Jen Affleck,Jan Ravnik,TV Personality,26,Safe,23.0,6.0,5.5453100158982505,6,0.1383147853736089,0.10015898251192369
34,4,Whitney Leavitt,Mark Ballas,TV Personality,32,Safe,25.0,1.0,6.40858505564388,10,0.13195548489666137,0.06041335453100159
